date,asset_id,operator_id,shift,fuel_liters,idle_pct,empty_travel_pct,avg_speed_kmh,max_coolant_c,shocks,overloads,maintenance_hours_remaining
2026-08-23,FLT-012,OP-007,A,56.69,20.76,44.28,12.02,85.1,0,0,101.8
2026-08-23,FLT-012,OP-042,B,59.2,20.86,40.34,11.54,85.76,0,0,101.55
2026-08-23,FLT-012,OP-094,C,57.21,22.05,43.96,12.07,86.71,0,0,101.3
2026-08-23,FLT-017,OP-028,A,52.45,21.54,42.19,11.48,88.63,0,0,133.8
2026-08-23,FLT-017,OP-074,B,57.31,22.0,40.91,11.85,89.15,0,0,133.55
2026-08-23,FLT-017,OP-105,C,54.25,22.58,40.79,11.74,87.93,0,0,133.3
2026-08-23,FLT-023,OP-051,A,61.75,21.54,40.78,12.38,87.94,0,0,95.8
2026-08-23,FLT-023,OP-105,B,62.47,22.85,42.07,12.36,87.08,0,0,95.55
2026-08-23,FLT-023,OP-033,C,62.56,22.91,38.05,11.23,89.33,0,0,95.3
2026-08-23,FLT-031,OP-088,A,71.24,21.94,37.29,10.96,89.13,0,0,173.8
2026-08-23,FLT-031,OP-033,B,78.49,19.67,40.36,10.99,89.5,0,0,173.55
2026-08-23,FLT-031,OP-074,C,73.39,19.41,37.65,10.76,89.16,0,0,173.3
2026-08-23,FLT-044,OP-015,A,70.74,20.6,38.4,10.64,90.28,0,0,55.2
2026-08-23,FLT-044,OP-074,B,74.24,20.84,42.41,10.22,89.74,0,0,54.95
2026-08-23,FLT-044,OP-105,C,71.08,23.5,42.71,11.16,90.43,0,0,54.7
2026-08-23,FLT-052,OP-074,A,57.82,23.79,41.35,11.14,86.4,0,0,121.8
2026-08-23,FLT-052,OP-105,B,64.27,21.99,43.8,11.57,86.69,0,0,121.55
2026-08-23,FLT-052,OP-033,C,61.02,22.02,40.62,10.84,88.09,0,0,121.3
2026-08-23,FLT-058,OP-094,A,52.68,18.63,43.56,12.05,86.8,0,0,197.8
2026-08-23,FLT-058,OP-033,B,55.52,19.45,39.67,12.98,88.02,0,0,197.55
2026-08-23,FLT-058,OP-088,C,53.05,18.53,41.28,12.01,84.97,0,0,197.3
2026-08-23,FLT-064,OP-105,A,87.41,22.0,39.16,10.87,88.38,0,0,151.8
2026-08-23,FLT-064,OP-088,B,90.45,20.84,39.91,9.8,87.08,0,0,151.55
2026-08-23,FLT-064,OP-028,C,85.89,22.65,37.21,10.57,87.18,0,0,151.3
2026-08-24,FLT-012,OP-015,A,57.23,19.63,41.08,11.27,87.16,0,0,100.45
2026-08-24,FLT-012,OP-051,B,57.07,20.0,44.35,11.77,85.96,0,0,100.2
2026-08-24,FLT-012,OP-105,C,56.7,23.4,44.72,12.02,86.28,0,0,99.95
2026-08-24,FLT-017,OP-033,A,55.41,22.2,43.97,12.38,88.84,0,0,132.45
2026-08-24,FLT-017,OP-088,B,59.16,23.53,44.58,11.89,86.91,0,0,132.2
2026-08-24,FLT-017,OP-007,C,55.94,23.68,42.7,12.64,87.08,0,0,131.95
2026-08-24,FLT-023,OP-063,A,59.7,23.75,43.36,12.45,89.9,0,0,94.45
2026-08-24,FLT-023,OP-007,B,65.15,21.63,42.02,11.48,88.12,0,0,94.2
2026-08-24,FLT-023,OP-042,C,63.05,22.09,40.59,11.68,86.57,0,0,93.95
2026-08-24,FLT-031,OP-094,A,72.02,19.3,38.76,10.78,86.72,0,0,172.45
2026-08-24,FLT-031,OP-042,B,75.14,20.77,41.83,10.59,88.44,0,0,172.2
2026-08-24,FLT-031,OP-088,C,71.26,22.58,40.83,11.21,86.9,0,0,171.95
2026-08-24,FLT-044,OP-021,A,68.16,21.23,39.67,10.31,87.24,0,0,52.8
2026-08-24,FLT-044,OP-088,B,71.98,22.69,38.44,11.25,87.1,0,0,52.55
2026-08-24,FLT-044,OP-015,C,69.81,20.25,42.18,10.98,87.14,0,0,52.3
2026-08-24,FLT-052,OP-088,A,59.42,23.57,41.44,10.88,87.56,0,0,120.45
2026-08-24,FLT-052,OP-015,B,64.02,21.7,39.14,11.77,86.94,0,0,120.2
2026-08-24,FLT-052,OP-051,C,60.62,21.46,40.73,12.25,88.39,0,0,119.95
2026-08-24,FLT-058,OP-105,A,54.61,20.75,38.31,12.61,86.41,0,0,196.45
2026-08-24,FLT-058,OP-051,B,55.8,21.49,42.28,12.32,85.37,0,0,196.2
2026-08-24,FLT-058,OP-105,C,53.4,21.27,39.72,12.15,84.61,0,0,195.95
2026-08-24,FLT-064,OP-007,A,87.85,22.49,38.91,10.45,90.41,0,0,150.45
2026-08-24,FLT-064,OP-094,B,88.3,22.61,38.57,9.56,90.84,0,0,150.2
2026-08-24,FLT-064,OP-033,C,84.05,20.37,35.23,10.8,90.18,0,0,149.95
2026-08-25,FLT-012,OP-021,A,55.37,21.36,43.48,12.01,87.24,0,0,99.1
2026-08-25,FLT-012,OP-063,B,58.48,22.19,40.61,11.85,85.42,0,0,98.85
2026-08-25,FLT-012,OP-007,C,57.03,20.12,43.17,12.33,85.62,0,0,98.6
2026-08-25,FLT-017,OP-042,A,54.3,21.18,45.76,12.68,88.24,0,0,131.1
2026-08-25,FLT-017,OP-094,B,59.2,22.6,44.69,11.93,89.27,0,0,130.85
2026-08-25,FLT-017,OP-015,C,56.36,21.57,45.16,11.58,85.77,0,0,130.6
2026-08-25,FLT-023,OP-074,A,59.97,22.4,43.92,11.8,89.86,0,0,93.1
2026-08-25,FLT-023,OP-015,B,64.69,22.63,41.78,11.23,88.32,0,0,92.85
2026-08-25,FLT-023,OP-051,C,61.77,22.52,42.16,11.55,87.21,0,0,92.6
2026-08-25,FLT-031,OP-105,A,72.28,21.18,37.52,10.97,88.23,0,0,171.1
2026-08-25,FLT-031,OP-051,B,78.65,20.72,40.41,10.46,89.36,0,0,170.85
2026-08-25,FLT-031,OP-094,C,75.43,19.25,39.42,10.95,86.72,0,0,170.6
2026-08-25,FLT-044,OP-028,A,72.82,23.7,42.24,10.21,90.05,0,0,50.4
2026-08-25,FLT-044,OP-094,B,74.85,21.68,42.41,10.72,88.85,0,0,50.15
2026-08-25,FLT-044,OP-021,C,71.51,23.69,39.17,9.97,90.24,0,0,49.9
2026-08-25,FLT-052,OP-094,A,59.4,24.91,42.04,11.56,88.2,0,0,119.1
2026-08-25,FLT-052,OP-021,B,62.28,24.7,43.62,10.95,85.45,0,0,118.85
2026-08-25,FLT-052,OP-063,C,61.63,24.45,42.77,12.1,88.08,0,0,118.6
2026-08-25,FLT-058,OP-007,A,52.08,22.26,38.65,12.59,85.1,0,0,195.1
2026-08-25,FLT-058,OP-063,B,54.36,21.62,39.83,13.02,86.04,0,0,194.85
2026-08-25,FLT-058,OP-007,C,53.11,22.32,42.22,12.32,85.44,0,0,194.6
2026-08-25,FLT-064,OP-021,A,85.14,22.95,38.76,9.9,88.29,0,0,149.1
2026-08-25,FLT-064,OP-007,B,88.01,23.29,36.25,10.69,88.51,0,0,148.85
2026-08-25,FLT-064,OP-051,C,86.67,22.49,40.95,10.08,90.95,0,0,148.6
2026-08-26,FLT-012,OP-028,A,55.07,19.76,41.1,11.37,85.56,0,0,97.75
2026-08-26,FLT-012,OP-074,B,57.34,20.03,41.3,12.79,86.65,0,0,97.5
2026-08-26,FLT-012,OP-015,C,56.61,19.95,42.85,11.42,85.74,0,0,97.25
2026-08-26,FLT-017,OP-051,A,54.19,20.76,40.75,12.57,85.79,0,0,129.75
2026-08-26,FLT-017,OP-105,B,59.06,23.76,44.74,12.3,87.03,0,0,129.5
2026-08-26,FLT-017,OP-021,C,56.55,22.3,40.23,11.5,86.57,0,0,129.25
2026-08-26,FLT-023,OP-088,A,60.85,23.22,39.47,11.89,86.69,0,0,91.75
2026-08-26,FLT-023,OP-021,B,64.13,24.39,38.7,11.33,88.53,0,0,91.5
2026-08-26,FLT-023,OP-042,C,60.93,21.26,40.25,11.04,89.53,0,0,91.25
2026-08-26,FLT-031,OP-007,A,74.95,19.45,39.49,10.9,89.58,0,0,169.75
2026-08-26,FLT-031,OP-042,B,77.19,19.68,38.66,10.63,87.34,0,0,169.5
2026-08-26,FLT-031,OP-094,C,74.87,19.52,37.27,10.59,87.07,0,0,169.25
2026-08-26,FLT-044,OP-033,A,70.46,23.2,38.82,9.99,88.28,0,0,48.0
2026-08-26,FLT-044,OP-094,B,72.84,22.78,42.9,9.91,88.85,0,0,47.75
2026-08-26,FLT-044,OP-021,C,70.48,20.37,37.17,10.86,89.8,0,0,47.5
2026-08-26,FLT-052,OP-105,A,61.43,22.17,39.19,10.94,86.07,0,0,117.75
2026-08-26,FLT-052,OP-021,B,60.78,22.02,41.38,11.68,88.74,0,0,117.5
2026-08-26,FLT-052,OP-063,C,58.85,21.26,44.59,11.47,88.93,0,0,117.25
2026-08-26,FLT-058,OP-015,A,51.71,20.94,40.12,12.18,88.46,0,0,193.75
2026-08-26,FLT-058,OP-063,B,55.87,19.21,41.02,11.75,88.32,0,0,193.5
2026-08-26,FLT-058,OP-007,C,54.41,21.57,43.0,12.72,84.6,0,0,193.25
2026-08-26,FLT-064,OP-021,A,88.81,23.89,40.71,9.37,90.6,0,0,147.75
2026-08-26,FLT-064,OP-007,B,91.35,20.15,39.32,9.75,89.76,0,0,147.5
2026-08-26,FLT-064,OP-051,C,83.67,20.26,36.39,10.81,90.55,0,0,147.25
2026-08-27,FLT-012,OP-033,A,55.17,19.84,42.16,12.05,86.3,0,0,96.4
2026-08-27,FLT-012,OP-088,B,58.72,19.93,44.47,12.15,87.73,0,0,96.15
2026-08-27,FLT-012,OP-021,C,54.56,23.08,44.47,11.42,87.84,0,0,95.9
2026-08-27,FLT-017,OP-063,A,56.11,21.46,44.03,11.83,88.89,0,0,128.4
2026-08-27,FLT-017,OP-007,B,58.1,20.1,42.53,12.43,89.24,0,0,128.15
2026-08-27,FLT-017,OP-028,C,57.09,22.79,43.62,12.21,85.99,0,0,127.9
2026-08-27,FLT-023,OP-094,A,62.59,24.17,41.43,11.84,88.25,0,0,90.4
2026-08-27,FLT-023,OP-028,B,61.47,21.35,42.93,11.05,86.84,0,0,90.15
2026-08-27,FLT-023,OP-074,C,61.39,23.98,40.66,11.39,88.92,0,0,89.9
2026-08-27,FLT-031,OP-015,A,71.91,19.39,37.09,10.62,89.28,0,0,168.4
2026-08-27,FLT-031,OP-074,B,74.98,22.44,37.57,10.37,89.32,0,0,168.15
2026-08-27,FLT-031,OP-105,C,72.72,20.46,36.79,10.57,86.6,0,0,167.9
2026-08-27,FLT-044,OP-042,A,68.46,23.7,37.49,10.89,87.54,0,0,45.6
2026-08-27,FLT-044,OP-105,B,72.27,20.95,42.15,11.24,87.65,0,0,45.35
2026-08-27,FLT-044,OP-028,C,74.46,22.18,38.15,10.08,90.46,0,0,45.1
2026-08-27,FLT-052,OP-007,A,59.91,21.05,39.37,12.08,87.73,0,0,116.4
2026-08-27,FLT-052,OP-028,B,63.1,22.36,43.32,11.52,87.03,0,0,116.15
2026-08-27,FLT-052,OP-074,C,60.48,21.42,42.98,11.5,87.27,0,0,115.9
2026-08-27,FLT-058,OP-021,A,54.55,21.45,43.29,12.85,88.41,0,0,192.4
2026-08-27,FLT-058,OP-074,B,55.92,18.63,41.86,12.2,87.54,0,0,192.15
2026-08-27,FLT-058,OP-015,C,52.51,20.72,40.47,12.85,86.94,0,0,191.9
2026-08-27,FLT-064,OP-028,A,84.15,20.07,40.51,10.39,88.99,0,0,146.4
2026-08-27,FLT-064,OP-015,B,90.11,22.19,35.75,9.85,88.74,0,0,146.15
2026-08-27,FLT-064,OP-063,C,83.6,21.28,38.43,10.75,89.43,0,0,145.9
2026-08-28,FLT-012,OP-042,A,54.39,19.88,42.48,11.55,85.71,0,0,95.05
2026-08-28,FLT-012,OP-094,B,60.44,23.19,40.02,11.32,85.37,0,0,94.8
2026-08-28,FLT-012,OP-028,C,56.17,20.82,43.62,11.63,85.99,0,0,94.55
2026-08-28,FLT-017,OP-074,A,53.8,20.8,44.26,11.45,88.47,0,0,127.05
2026-08-28,FLT-017,OP-015,B,58.34,23.0,42.19,12.62,89.14,0,0,126.8
2026-08-28,FLT-017,OP-033,C,55.52,23.91,42.29,11.87,88.39,0,0,126.55
2026-08-28,FLT-023,OP-105,A,62.97,22.28,41.04,12.29,90.43,0,0,89.05
2026-08-28,FLT-023,OP-033,B,65.39,21.49,42.86,11.8,87.49,0,0,88.8
2026-08-28,FLT-023,OP-088,C,59.74,21.96,41.69,11.23,90.1,0,0,88.55
2026-08-28,FLT-031,OP-021,A,71.12,22.74,37.07,11.54,88.21,0,0,167.05
2026-08-28,FLT-031,OP-007,B,75.09,19.47,38.72,12.93,89.18,4,0,166.8
2026-08-28,FLT-031,OP-015,C,75.63,22.06,38.01,11.28,86.54,0,0,166.55
2026-08-28,FLT-044,OP-051,A,69.04,23.73,38.57,10.45,87.05,0,0,43.2
2026-08-28,FLT-044,OP-015,B,72.65,20.22,42.33,10.74,90.2,0,0,42.95
2026-08-28,FLT-044,OP-033,C,74.37,22.36,42.69,10.76,89.39,0,0,42.7
2026-08-28,FLT-052,OP-015,A,60.93,22.51,40.8,10.87,85.36,0,0,115.05
2026-08-28,FLT-052,OP-033,B,61.22,23.18,43.47,10.98,85.73,0,0,114.8
2026-08-28,FLT-052,OP-088,C,61.22,21.5,39.28,11.51,87.99,0,0,114.55
2026-08-28,FLT-058,OP-028,A,54.99,21.76,39.84,12.35,85.87,0,0,191.05
2026-08-28,FLT-058,OP-088,B,53.4,21.83,43.1,11.72,86.67,0,0,190.8
2026-08-28,FLT-058,OP-021,C,55.68,22.31,41.75,12.0,85.11,0,0,190.55
2026-08-28,FLT-064,OP-033,A,83.5,22.54,39.21,10.12,87.26,0,0,145.05
2026-08-28,FLT-064,OP-021,B,88.58,23.72,35.41,9.58,90.85,0,0,144.8
2026-08-28,FLT-064,OP-074,C,88.46,21.83,37.14,10.82,88.68,0,0,144.55
2026-08-29,FLT-012,OP-051,A,56.31,19.72,40.24,12.1,86.38,0,0,93.7
2026-08-29,FLT-012,OP-105,B,56.63,21.38,43.16,11.51,87.72,0,0,93.45
2026-08-29,FLT-012,OP-033,C,56.28,23.14,43.97,12.55,85.83,0,0,93.2
2026-08-29,FLT-017,OP-088,A,53.32,20.45,43.71,11.81,85.83,0,0,125.7
2026-08-29,FLT-017,OP-021,B,55.93,22.26,44.98,12.48,89.3,0,0,125.45
2026-08-29,FLT-017,OP-042,C,55.5,20.59,40.82,12.55,88.31,0,0,125.2
2026-08-29,FLT-023,OP-007,A,60.28,24.06,40.57,11.13,86.93,0,0,87.7
2026-08-29,FLT-023,OP-042,B,64.1,22.56,40.98,11.98,87.57,0,0,87.45
2026-08-29,FLT-023,OP-094,C,60.17,22.0,43.7,11.09,90.49,0,0,87.2
2026-08-29,FLT-031,OP-028,A,70.56,19.21,36.69,10.96,89.71,0,0,165.7
2026-08-29,FLT-031,OP-007,B,74.33,22.29,41.21,12.74,87.4,5,0,165.45
2026-08-29,FLT-031,OP-021,C,73.33,20.39,41.17,11.57,89.76,0,0,165.2
2026-08-29,FLT-044,OP-063,A,70.49,20.52,42.24,10.5,88.23,0,0,40.8
2026-08-29,FLT-044,OP-021,B,74.08,21.93,41.03,10.98,86.98,0,0,40.55
2026-08-29,FLT-044,OP-042,C,68.96,23.67,42.12,10.47,88.62,0,0,40.3
2026-08-29,FLT-052,OP-021,A,57.82,22.97,41.5,10.83,87.58,0,0,113.7
2026-08-29,FLT-052,OP-042,B,62.72,24.94,44.12,11.68,88.65,0,0,113.45
2026-08-29,FLT-052,OP-094,C,61.68,21.96,44.12,11.16,86.35,0,0,113.2
2026-08-29,FLT-058,OP-033,A,52.76,22.21,43.28,11.71,85.05,0,0,189.7
2026-08-29,FLT-058,OP-094,B,55.37,21.51,41.65,11.79,87.72,0,0,189.45
2026-08-29,FLT-058,OP-028,C,52.52,20.98,38.77,11.61,86.18,0,0,189.2
2026-08-29,FLT-064,OP-042,A,85.22,21.55,36.88,10.49,87.79,0,0,143.7
2026-08-29,FLT-064,OP-028,B,92.24,20.23,39.41,10.13,90.47,0,0,143.45
2026-08-29,FLT-064,OP-088,C,88.38,22.17,36.71,9.7,90.39,0,0,143.2
2026-08-30,FLT-012,OP-063,A,56.47,22.53,42.84,11.62,87.04,0,0,92.35
2026-08-30,FLT-012,OP-007,B,58.01,19.68,43.19,11.69,85.14,0,0,92.1
2026-08-30,FLT-012,OP-042,C,54.25,20.89,42.26,11.54,86.32,0,0,91.85
2026-08-30,FLT-017,OP-094,A,56.43,22.66,40.55,11.61,88.64,0,0,124.35
2026-08-30,FLT-017,OP-028,B,58.46,21.69,43.28,11.85,86.04,0,0,124.1
2026-08-30,FLT-017,OP-051,C,54.05,22.01,44.92,11.79,85.66,0,0,123.85
2026-08-30,FLT-023,OP-015,A,61.27,20.87,40.14,11.44,86.88,0,0,86.35
2026-08-30,FLT-023,OP-051,B,63.97,23.96,40.14,11.29,89.19,0,0,86.1
2026-08-30,FLT-023,OP-105,C,63.08,24.22,41.77,11.07,90.05,0,0,85.85
2026-08-30,FLT-031,OP-033,A,73.57,20.53,38.04,10.46,87.45,0,0,164.35
2026-08-30,FLT-031,OP-007,B,76.42,20.76,40.13,12.98,88.95,6,0,164.1
2026-08-30,FLT-031,OP-028,C,72.97,20.15,40.71,10.78,89.42,0,0,163.85
2026-08-30,FLT-044,OP-074,A,70.35,22.28,39.61,10.08,88.78,0,0,38.4
2026-08-30,FLT-044,OP-028,B,75.26,23.34,38.4,10.97,90.17,0,0,38.15
2026-08-30,FLT-044,OP-051,C,73.45,21.3,37.12,10.88,87.16,0,0,37.9
2026-08-30,FLT-052,OP-028,A,58.98,23.06,39.54,12.22,87.51,0,0,112.35
2026-08-30,FLT-052,OP-051,B,61.42,23.07,44.16,11.57,86.02,0,0,112.1
2026-08-30,FLT-052,OP-105,C,58.81,21.67,40.43,11.1,86.09,0,0,111.85
2026-08-30,FLT-058,OP-042,A,54.92,18.8,41.58,12.34,85.14,0,0,188.35
2026-08-30,FLT-058,OP-105,B,56.98,19.71,39.38,11.76,85.02,0,0,188.1
2026-08-30,FLT-058,OP-033,C,54.54,21.32,39.49,12.83,88.49,0,0,187.85
2026-08-30,FLT-064,OP-051,A,88.75,20.67,35.11,10.43,88.35,0,0,142.35
2026-08-30,FLT-064,OP-033,B,92.12,21.42,39.15,10.29,90.77,0,0,142.1
2026-08-30,FLT-064,OP-094,C,84.13,21.02,36.27,9.92,87.63,0,0,141.85
2026-08-31,FLT-012,OP-074,A,57.25,19.89,39.11,12.29,85.48,0,0,91.0
2026-08-31,FLT-012,OP-015,B,58.54,20.25,40.26,12.21,85.53,0,0,90.75
2026-08-31,FLT-012,OP-051,C,55.47,19.83,41.84,12.31,88.52,0,0,90.5
2026-08-31,FLT-017,OP-105,A,54.67,20.05,45.88,11.95,88.42,0,0,123.0
2026-08-31,FLT-017,OP-033,B,56.11,21.3,45.46,11.68,88.37,0,0,122.75
2026-08-31,FLT-017,OP-063,C,56.53,21.47,42.92,12.62,88.17,0,0,122.5
2026-08-31,FLT-023,OP-021,A,60.83,22.27,39.39,11.25,89.21,0,0,85.0
2026-08-31,FLT-023,OP-063,B,62.46,21.69,40.97,11.58,89.46,0,0,84.75
2026-08-31,FLT-023,OP-007,C,60.33,22.59,41.94,11.08,87.95,0,0,84.5
2026-08-31,FLT-031,OP-042,A,73.13,20.1,39.37,10.2,89.47,0,0,163.0
2026-08-31,FLT-031,OP-007,B,77.4,21.54,40.64,13.2,87.88,3,0,162.75
2026-08-31,FLT-031,OP-033,C,75.34,19.07,41.82,10.67,88.08,0,0,162.5
2026-08-31,FLT-044,OP-088,A,71.18,23.38,37.3,10.25,86.72,0,0,36.0
2026-08-31,FLT-044,OP-033,B,76.03,22.24,41.08,10.66,90.43,0,0,35.75
2026-08-31,FLT-044,OP-063,C,73.31,21.32,38.45,10.96,87.29,0,0,35.5
2026-08-31,FLT-052,OP-033,A,57.78,21.39,39.31,10.72,87.69,0,0,111.0
2026-08-31,FLT-052,OP-063,B,62.69,22.18,39.3,10.99,86.24,0,0,110.75
2026-08-31,FLT-052,OP-007,C,62.05,22.56,44.21,11.4,88.36,0,0,110.5
2026-08-31,FLT-058,OP-051,A,53.93,19.68,43.34,12.81,85.47,0,0,187.0
2026-08-31,FLT-058,OP-007,B,57.17,22.39,41.28,12.38,86.48,0,0,186.75
2026-08-31,FLT-058,OP-042,C,54.46,19.19,39.35,11.74,85.14,0,0,186.5
2026-08-31,FLT-064,OP-063,A,85.54,23.03,38.37,9.81,87.47,0,0,141.0
2026-08-31,FLT-064,OP-042,B,90.3,20.18,38.25,10.1,88.68,0,0,140.75
2026-08-31,FLT-064,OP-105,C,89.49,23.6,35.66,9.71,89.74,0,0,140.5
2026-09-01,FLT-012,OP-088,A,54.38,20.69,40.19,11.49,87.47,0,0,89.65
2026-09-01,FLT-012,OP-021,B,58.87,22.54,40.5,12.68,88.3,0,0,89.4
2026-09-01,FLT-012,OP-063,C,55.24,21.57,41.64,11.94,88.55,0,0,89.15
2026-09-01,FLT-017,OP-007,A,56.59,23.88,42.94,12.7,86.24,0,0,121.65
2026-09-01,FLT-017,OP-042,B,56.99,20.57,44.41,12.25,88.72,0,0,121.4
2026-09-01,FLT-017,OP-074,C,53.53,22.03,43.71,12.71,86.29,0,0,121.15
2026-09-01,FLT-023,OP-028,A,59.69,20.81,39.91,11.55,88.77,0,0,83.65
2026-09-01,FLT-023,OP-074,B,64.76,21.54,40.39,11.72,87.53,0,0,83.4
2026-09-01,FLT-023,OP-015,C,61.82,23.44,40.14,12.39,89.73,0,0,83.15
2026-09-01,FLT-031,OP-051,A,69.95,20.16,41.32,11.33,89.66,0,0,161.65
2026-09-01,FLT-031,OP-007,B,76.09,20.4,39.8,13.5,86.67,4,0,161.4
2026-09-01,FLT-031,OP-042,C,72.39,19.29,39.0,10.45,87.35,0,0,161.15
2026-09-01,FLT-044,OP-094,A,69.35,22.22,42.58,10.89,87.44,0,0,33.6
2026-09-01,FLT-044,OP-042,B,75.74,22.22,42.6,10.3,86.93,0,0,33.35
2026-09-01,FLT-044,OP-074,C,71.41,22.81,39.57,10.14,86.97,0,0,33.1
2026-09-01,FLT-052,OP-042,A,61.72,23.1,43.56,11.84,87.85,0,0,109.65
2026-09-01,FLT-052,OP-074,B,61.42,24.48,42.25,11.56,88.88,0,0,109.4
2026-09-01,FLT-052,OP-015,C,61.86,24.73,40.96,11.36,86.17,0,0,109.15
2026-09-01,FLT-058,OP-063,A,51.83,21.44,39.56,12.69,85.2,0,0,185.65
2026-09-01,FLT-058,OP-015,B,56.71,20.42,38.63,12.91,85.95,0,0,185.4
2026-09-01,FLT-058,OP-051,C,53.56,21.76,42.98,12.23,85.06,0,0,185.15
2026-09-01,FLT-064,OP-074,A,84.38,22.05,38.72,9.61,90.93,0,0,139.65
2026-09-01,FLT-064,OP-051,B,86.96,23.11,35.56,9.73,90.31,0,0,139.4
2026-09-01,FLT-064,OP-007,C,85.15,21.98,40.25,9.77,89.72,0,0,139.15
2026-09-02,FLT-012,OP-094,A,54.62,21.67,39.61,12.07,87.89,0,0,88.3
2026-09-02,FLT-012,OP-028,B,58.61,20.21,43.87,11.97,88.95,0,0,88.05
2026-09-02,FLT-012,OP-074,C,56.74,23.13,40.38,11.41,88.29,0,0,87.8
2026-09-02,FLT-017,OP-015,A,54.94,21.62,42.31,12.69,87.27,0,0,120.3
2026-09-02,FLT-017,OP-051,B,55.78,22.35,40.49,11.78,86.59,0,0,120.05
2026-09-02,FLT-017,OP-042,C,66.82,32.93,51.47,12.67,88.86,0,0,119.8
2026-09-02,FLT-023,OP-033,A,60.8,22.02,40.69,11.09,90.49,0,0,82.3
2026-09-02,FLT-023,OP-088,B,62.24,20.52,43.53,12.18,90.2,0,0,82.05
2026-09-02,FLT-023,OP-021,C,60.01,22.65,40.08,12.05,87.12,0,0,81.8
2026-09-02,FLT-031,OP-063,A,70.86,21.77,41.29,10.21,87.49,0,0,160.3
2026-09-02,FLT-031,OP-007,B,78.05,22.36,36.63,12.51,89.13,5,0,160.05
2026-09-02,FLT-031,OP-051,C,71.06,20.34,41.18,10.75,86.59,0,0,159.8
2026-09-02,FLT-044,OP-105,A,69.85,20.25,41.43,10.18,87.68,0,0,31.2
2026-09-02,FLT-044,OP-051,B,75.22,23.05,38.01,10.23,89.9,0,0,30.95
2026-09-02,FLT-044,OP-088,C,71.83,22.76,38.08,10.4,90.44,0,0,30.7
2026-09-02,FLT-052,OP-051,A,59.67,24.91,40.69,11.63,87.13,0,0,108.3
2026-09-02,FLT-052,OP-088,B,60.64,21.77,40.77,11.59,86.45,0,0,108.05
2026-09-02,FLT-052,OP-021,C,61.39,22.87,42.77,11.96,85.06,0,0,107.8
2026-09-02,FLT-058,OP-074,A,53.6,19.89,38.53,12.45,88.09,0,0,184.3
2026-09-02,FLT-058,OP-021,B,56.98,19.19,40.17,12.63,86.43,0,0,184.05
2026-09-02,FLT-058,OP-063,C,53.72,20.7,39.38,12.58,84.76,0,0,183.8
2026-09-02,FLT-064,OP-088,A,87.17,20.54,36.68,10.87,90.51,0,0,138.3
2026-09-02,FLT-064,OP-063,B,91.11,23.34,38.38,9.69,87.81,0,0,138.05
2026-09-02,FLT-064,OP-015,C,83.9,20.25,40.85,9.67,88.69,0,0,137.8
2026-09-03,FLT-012,OP-105,A,57.35,22.91,42.27,12.38,86.38,0,0,86.95
2026-09-03,FLT-012,OP-033,B,59.26,22.52,39.7,12.04,85.5,0,0,86.7
2026-09-03,FLT-012,OP-088,C,54.98,20.75,40.82,11.44,88.75,0,0,86.45
2026-09-03,FLT-017,OP-021,A,56.14,23.28,44.64,11.79,85.8,0,0,118.95
2026-09-03,FLT-017,OP-063,B,56.17,20.42,45.94,11.58,87.72,0,0,118.7
2026-09-03,FLT-017,OP-042,C,65.16,33.86,49.21,11.75,86.44,0,0,118.45
2026-09-03,FLT-023,OP-042,A,61.49,20.64,40.99,11.64,89.71,0,0,80.95
2026-09-03,FLT-023,OP-094,B,64.25,21.45,39.22,11.07,89.21,0,0,80.7
2026-09-03,FLT-023,OP-028,C,61.57,21.79,42.44,11.25,88.44,0,0,80.45
2026-09-03,FLT-031,OP-074,A,71.68,21.96,41.39,10.92,87.43,0,0,158.95
2026-09-03,FLT-031,OP-007,B,75.67,20.65,40.33,12.85,88.24,6,0,158.7
2026-09-03,FLT-031,OP-063,C,75.92,19.19,40.25,10.86,88.49,0,0,158.45
2026-09-03,FLT-044,OP-007,A,68.51,21.86,37.5,10.54,88.53,0,0,28.8
2026-09-03,FLT-044,OP-063,B,74.07,22.2,38.06,10.13,88.54,0,0,28.55
2026-09-03,FLT-044,OP-094,C,71.16,23.3,41.12,10.44,89.36,0,0,28.3
2026-09-03,FLT-052,OP-063,A,60.5,22.69,42.24,11.71,87.83,0,0,106.95
2026-09-03,FLT-052,OP-094,B,61.86,22.5,43.94,11.93,88.61,0,0,106.7
2026-09-03,FLT-052,OP-028,C,61.41,21.93,40.43,10.84,87.0,0,0,106.45
2026-09-03,FLT-058,OP-088,A,51.67,18.92,43.37,12.72,86.44,0,0,182.95
2026-09-03,FLT-058,OP-028,B,54.91,19.78,39.76,11.82,88.47,0,0,182.7
2026-09-03,FLT-058,OP-074,C,53.36,20.75,40.02,12.02,87.66,0,0,182.45
2026-09-03,FLT-064,OP-094,A,88.4,20.34,37.73,9.51,88.88,0,0,136.95
2026-09-03,FLT-064,OP-074,B,87.87,23.08,40.78,9.45,90.22,0,0,136.7
2026-09-03,FLT-064,OP-021,C,89.34,22.73,35.29,10.42,90.48,0,0,136.45
2026-09-04,FLT-012,OP-007,A,55.5,22.83,44.04,11.36,85.71,0,0,85.6
2026-09-04,FLT-012,OP-042,B,56.89,22.13,40.5,11.33,86.14,0,0,85.35
